ID|CLASE
7E49AE1764086B4C|PUBLIC
08F99656E92FF153|RETAIL
C6DFA08ABC80588D|INDUSTRIAL
3CEE5E687FCA15A7|INDUSTRIAL
BFE0B5CC88E0899B|RESIDENTIAL
71CFE483D3FECCEB|PUBLIC
9E94E4F3085164A4|OTHER
AAD54144264D0146|INDUSTRIAL
AAEE1D10664C781C|PUBLIC
A7BF21A672136357|OFFICE
B556FBD4BC87B9FE|INDUSTRIAL
DA6F77DC8911A61A|INDUSTRIAL
105AF8B5025C0598|RESIDENTIAL
E0FF25C6B54B6054|PUBLIC
CA74163307EC3146|INDUSTRIAL
51B0F4A3D8B980CF|INDUSTRIAL
940DE33AF9608273|OFFICE
B4541566FBA35AC2|RESIDENTIAL
F49579BFE230985D|INDUSTRIAL
4DA69825FECF30BB|RESIDENTIAL
419F62E6ED0B7F20|RESIDENTIAL
D9F163FD5EF0FFF4|PUBLIC
F0ECCBD4B0D060ED|RESIDENTIAL
7DBA26495E09B4B3|INDUSTRIAL
85435798BDBD7CB8|OFFICE
A5209810A787509C|PUBLIC
773B7F04B4F4FDED|OFFICE
480945FEB5AC0A12|RESIDENTIAL
24FB7AD1903196B9|PUBLIC
99DE281F7F23D7B4|OTHER
67429A9AA86C1226|INDUSTRIAL
358E2914FBD3A397|OTHER
A5D0D624DACB7263|PUBLIC
5E8DD650D7BF5905|PUBLIC
A07F04EC2B567BE7|PUBLIC
BFFAC7E19216C4E1|RESIDENTIAL
8590586912D3AE39|PUBLIC
4E6E7ADB162CEFC1|PUBLIC
7B7A1E974C984DE9|RESIDENTIAL
60AF84A72E67291D|RETAIL
43E54AAEA0EBA9DF|RETAIL
4CA4497DD20853EC|INDUSTRIAL
57DB592A0BBA2E90|INDUSTRIAL
7BA03146F04BBBD8|INDUSTRIAL
59C881D0458BB4A4|OFFICE
AD7B831A5E7B7E3C|INDUSTRIAL
4FA653530E9C9E15|INDUSTRIAL
D6AE4F243DDB029F|OTHER
B13760C20A76C682|RETAIL
0DC447828D888912|RESIDENTIAL
7825AA6BC8BD2C8B|OFFICE
15B507D6C59B8716|RETAIL
C31A0E9ECEF4233F|INDUSTRIAL
E0A2B29A42609A22|INDUSTRIAL
28CB21A186FACD81|INDUSTRIAL
472D9B4B20017CC0|INDUSTRIAL
5E611844B0C7B4C8|RESIDENTIAL
B114186CC57B5AC1|PUBLIC
E0EB276AD556F3DC|RETAIL
C9BA59B3380718D0|RESIDENTIAL
99CA770C8824EB88|INDUSTRIAL
A19438590C1AB407|OFFICE
E1F1967F20C49474|PUBLIC
D3BEF07225224C0B|INDUSTRIAL
C4300FA397B691CF|RESIDENTIAL
D75E141AE655072C|PUBLIC
102593426AF3359B|RESIDENTIAL
3BB95AEBCDD31863|RETAIL
75149F242DE541B5|INDUSTRIAL
FCDCBB9B710C090E|AGRICULTURE
C81851F3B728DA50|RESIDENTIAL
B6F2D870630C059F|OTHER
BE54C4E2456D1CC5|OTHER
0C7D2A11032E957A|INDUSTRIAL
562D10557CF3D7F9|RESIDENTIAL
7CB6262857868E69|PUBLIC
EC4B47900F87936A|INDUSTRIAL
35DC687ADED13684|INDUSTRIAL
5FED775BA6024B9C|OTHER
E3EBF058B15C86A8|PUBLIC
7439DF79B7DE7324|RETAIL
37AEBF7896ACF8BE|INDUSTRIAL
0178E3C41A39E971|INDUSTRIAL
76526A50B7EFA3AE|PUBLIC
6A995F01488E8803|RESIDENTIAL
6131FD006166F459|RESIDENTIAL
3CEC0B2337AC29ED|RESIDENTIAL
02D2CBC0D5692608|INDUSTRIAL
F084F810DB6B070F|INDUSTRIAL
7AB9C0D68E9CB3BC|RETAIL
48349F76388CCD1C|INDUSTRIAL
7226447FEFA41D56|INDUSTRIAL
8085225B4C0B714E|PUBLIC
5F81033132CB1963|PUBLIC
1A6F642D0BE5F74A|RESIDENTIAL
9A232F16748EE257|OTHER
919A81FDA7F272BB|INDUSTRIAL
3A32158663452548|AGRICULTURE
FEA4B4B6F5ACFE38|RETAIL
636E7ABC43376E6B|PUBLIC
A25CC89FC420C83F|INDUSTRIAL
6CB06879C2924D5E|RESIDENTIAL
538B598C86C76F9E|RETAIL
2A76A85AF06E950F|AGRICULTURE
462FB3A79BA86A05|RESIDENTIAL
5C042D15205D8142|RESIDENTIAL
D34D72196FC3ACC3|PUBLIC
D768E36FC91FC16C|INDUSTRIAL
6CC5C6BA356DA7AF|RESIDENTIAL
36BD9828EED2882F|AGRICULTURE
BE4D803A681B144C|INDUSTRIAL
67FA9F847C13C10B|INDUSTRIAL
99D437159F93DFEE|OFFICE
AAE9673E34A2D17B|PUBLIC
6D1EC9FDFE5760B5|OFFICE
0292822C72AFEFF9|INDUSTRIAL
398B33FD1E9C4D4C|OTHER
2D207864CA260B36|PUBLIC
4A6681144C28619B|INDUSTRIAL
11AE07A7214D2D5A|OTHER
3C34A888E4AE26D2|RESIDENTIAL
C438CD5AC30EF990|INDUSTRIAL
A4169A2F8C48273A|RESIDENTIAL
15AD7E3244C195CA|INDUSTRIAL
E80DC9D18C7A7709|INDUSTRIAL
5E3CCBEB08A4388D|INDUSTRIAL
921287C295BB2338|PUBLIC
29A8DA52066BB3DE|INDUSTRIAL
A67A30FF132A72F5|OTHER
9A2B71107460260E|OTHER
82A9B59D31F8F574|PUBLIC
BAFB38B1A8CD782D|RETAIL
555357F0CD000F73|RETAIL
3E1C7E82EC25C968|INDUSTRIAL
CD27C0A968116084|RESIDENTIAL
407AB0DDC99A6477|INDUSTRIAL
EC93F1B6AB85FB0E|PUBLIC
1EC6E4BA5401AB28|INDUSTRIAL
CCE337C049B5E1C5|PUBLIC
D831505A88EE15BD|PUBLIC
1F78C4914CE1AE32|RESIDENTIAL
814F89FB2B192594|RETAIL
8598F50411DCD75B|INDUSTRIAL
0BC09503E93CD238|INDUSTRIAL
A8BE55806CC06F1D|RESIDENTIAL
E0B2238016439A55|INDUSTRIAL
97D4CF381EABFFDD|RESIDENTIAL
ED90BF9C43A52DB1|OTHER
94C68A5A80B4BC71|INDUSTRIAL
51B333CD7484CE02|RESIDENTIAL
2C43C30714E0F354|INDUSTRIAL
2CAC76A05C047D3B|OFFICE
5DA78DFDA9C60C69|AGRICULTURE
5A23C2FAC05BC61E|RESIDENTIAL
44B5174BA3D20304|INDUSTRIAL
142977DB251F65D8|OFFICE
821780CB95137E6C|RESIDENTIAL
BC7C632C542DF634|OTHER
80F3EAD82B38DC32|PUBLIC
47A2C02EE9EE37C5|RESIDENTIAL
4C0AB9A209D9135C|INDUSTRIAL
AFEB48DD0ABF1458|INDUSTRIAL
CDFEAF0A24B111A8|PUBLIC
D68BCD632BCFAE1A|INDUSTRIAL
B232D9622D232AA3|INDUSTRIAL
AF34AE19632D7DB7|PUBLIC
B70FA6F8F9E1F7E3|INDUSTRIAL
110503FD25261EC3|AGRICULTURE
37E4070D96AA3498|OFFICE
4C4D90C06609A517|PUBLIC
4EBFB29C0A4D3A35|RESIDENTIAL
6FCC2F942F7A617A|PUBLIC
7BAF150C0084D043|INDUSTRIAL
216D671CB1D25BA4|OFFICE
299477E721DCA4B6|RESIDENTIAL
E69E53A7529CE06F|INDUSTRIAL
C229407BBA46B327|OTHER
FE0D6F1950A0C8A4|INDUSTRIAL
CBF54AB893D97970|INDUSTRIAL
226C92574A0E08F3|PUBLIC
6ACB60794A2D4E|OFFICE
90F660722504506A|RESIDENTIAL
BA141CF4BDC9A1EC|PUBLIC
8CD9DD71F7F538AD|RETAIL
74798813C2C0F956|PUBLIC
A93B3875843C4B32|PUBLIC
2862F6D31AE1E1D4|RESIDENTIAL
B2DFF3A90DB4F2F8|OFFICE
CB64A2285181F28C|INDUSTRIAL
24A1BBB6F65C1300|INDUSTRIAL
7E01BD99ED27FEFA|AGRICULTURE
0713DC522D419122|PUBLIC
64CF07D6F009481E|INDUSTRIAL
6A44FF72A7A98D8D|OTHER
662F9C7D107066|RESIDENTIAL
42B54AF4596F0E47|INDUSTRIAL
C09FAB779A6E3F2F|INDUSTRIAL
49714279AB0670CA|INDUSTRIAL
2FDE0D13C211000C|OTHER
0825D5FEE8C780E6|RESIDENTIAL
592938C72D223B98|PUBLIC
AAAF53BD9543CDE0|AGRICULTURE
C4DB431D973A5DC5|INDUSTRIAL
F550239E4025E757|PUBLIC
37FB9F4B74FA5231|INDUSTRIAL
28F773B5AAB795D8|INDUSTRIAL
CAFE6938181D03B8|RESIDENTIAL
9A7459826A6C16B2|PUBLIC
89F8E30E9339B5EA|PUBLIC
7E601230EB9F4031|INDUSTRIAL
4DC6F76213E48EDB|PUBLIC
B299050D5FC66E06|PUBLIC
AF75B4561246CBDB|INDUSTRIAL
E414EC1296A5E3A9|INDUSTRIAL
BAB97519E156F044|INDUSTRIAL
2C33FFCD061C18A3|RESIDENTIAL
11FB553C1E3A8990|OFFICE
9EB8AB1B7842982A|PUBLIC
8E4A01B328993F88|INDUSTRIAL
753EE791D484E9A5|INDUSTRIAL
21B0E329745A1A1D|RESIDENTIAL
8FF051313236F19F|PUBLIC
5AEB0FF13EB279F6|PUBLIC
6176C77BC26E6950|INDUSTRIAL
A18059F2D1BD11C6|INDUSTRIAL
0A7462D3C8D1B9AB|OFFICE
79BBE21892868648|RESIDENTIAL
15A8B9223C8D2B88|PUBLIC
A5CB814E53833730|PUBLIC
582EA131128F42EF|OFFICE
1982A28167B345B0|RESIDENTIAL
D512E8A227B41CE0|RETAIL
169CA8A8C8E26A53|INDUSTRIAL
F8ECB1850C5CCDAC|PUBLIC
1A18D8981ADF5B3B|PUBLIC
657FEAE0775C8747|OFFICE
A976343E5CAB9613|INDUSTRIAL
446180F117D9B951|PUBLIC
693771E6B0D912AE|RESIDENTIAL
0572DF2991A7D453|PUBLIC
3DF4CA73416432A1|PUBLIC
074CD0CBCD3ABAB3|RESIDENTIAL
E439C74D19AF98|PUBLIC
193009CA7B596B1E|PUBLIC
FD51FF63253E1685|OFFICE
9A0BB64E2E7A2AC8|RESIDENTIAL
4189B6FC7EEF6E31|OFFICE
987C0A306999067F|RETAIL
79CEE0428F1DCF09|INDUSTRIAL
5096C57D75BFF1E7|PUBLIC
96B2AD738D89379A|PUBLIC
5543A7B1E504B05D|INDUSTRIAL
D6FF78BED1175645|PUBLIC
AB84F30DD0FA8B41|PUBLIC
B1D4DA68686AC67C|PUBLIC
35529A93BD62A3E5|PUBLIC
5257D742A12CAC75|RESIDENTIAL
BCEEEB4B2188E639|PUBLIC
1B75357243B5758A|INDUSTRIAL
324C503656786A9D|INDUSTRIAL
47F30C4E5A7C4A76|INDUSTRIAL
333D4818AA8644A7|PUBLIC
8E8913FD13E4962C|RETAIL
F96B700A3E7C7E21|OFFICE
CF67D53BE0BE93EC|INDUSTRIAL
8B05AF2E29A9F6D3|INDUSTRIAL
EBC9A3B54309C396|RESIDENTIAL
820A46EFD9887E04|INDUSTRIAL
E6D85F18231E5952|OTHER
7764C56DC9CBC99D|INDUSTRIAL
33D742F934E8D643|INDUSTRIAL
48C91ED4676CA03D|PUBLIC
5667A68D49DF31AF|PUBLIC
B8CF0BA18D757366|INDUSTRIAL
8D279344B53B5168|INDUSTRIAL
617E9360298C1E88|OFFICE
AF78B729032780C0|PUBLIC
932919EE12ABD723|INDUSTRIAL
86073C4D7EC8D110|INDUSTRIAL
B9977204F60B5D7D|INDUSTRIAL
95EEA3C387C16010|RESIDENTIAL
F8F316E94E53EEC0|RESIDENTIAL
7DA623387A55EB2F|INDUSTRIAL
E4A4BD8EBE6A9E2C|INDUSTRIAL
E47AE7AFA91CBC65|INDUSTRIAL
8777C9A802D39E63|INDUSTRIAL
A0A7A479358EB5B7|INDUSTRIAL
EB3F071E2FDC1537|OFFICE
0C5EF20FB7FB515F|PUBLIC
688C7E7243E2C65C|RETAIL
FC57D1BD9C1B7D4E|INDUSTRIAL
9BD3F5452DCBB825|PUBLIC
14AF84E308DD3045|OFFICE
7BBDB521C4404595|PUBLIC
CEB4A3875C4F28AF|RESIDENTIAL
C3546B1F63D0B401|INDUSTRIAL
30514CF001720738|INDUSTRIAL
1AE373DBF84CE897|RESIDENTIAL
DEE6141070AB49AB|RESIDENTIAL
F126DC1547E7CA3F|RETAIL
790915F15214A08F|RESIDENTIAL
5ABD47A2F26084AE|OFFICE
6BCB80C92B01110D|PUBLIC
E284E0856C7C54C3|PUBLIC
F726A112DD11BE9E|INDUSTRIAL
36E31CAAAFD1729E|PUBLIC
D76D64390FB62F7F|RESIDENTIAL
B047E2CD9A8D2A93|OFFICE
0B235689C18A5ABC|RESIDENTIAL
1B6E3C3321C271FF|AGRICULTURE
9AFEC59CBA2D125F|INDUSTRIAL
6B7C52DD51CDD7B1|AGRICULTURE
D5714A4F056DB0F0|INDUSTRIAL
DC4EB3DE6657F093|INDUSTRIAL
8244F8CC47D1C541|INDUSTRIAL
E3F4F73087F3E9E8|PUBLIC
B4E60C94197BA89C|INDUSTRIAL
51BC593F8415D14C|RESIDENTIAL
0FF41681FFFA818D|PUBLIC
58FF8C0AC7DB5AF5|OTHER
053E318BCE23EBC4|PUBLIC
3CDB6309C281D4DF|RESIDENTIAL
11B95BE6B2FA9A92|PUBLIC
FAB0722651C2F30A|INDUSTRIAL
E259756FCEE671F1|OFFICE
706DF3E0A38C736E|PUBLIC
1F80C68C5F3A9349|OTHER
A2A1313B9E089F87|AGRICULTURE
B5EAE195CE4BFE8B|INDUSTRIAL
1C8BBF98963EF75A|RESIDENTIAL
F1FF4E8AAFF34B16|INDUSTRIAL
5B21AA9421F4A43A|OFFICE
2A072190CFC287B2|RETAIL
5DCC28AD4C968327|RESIDENTIAL
FC9F6E36EBF2D5C2|PUBLIC
91D9E0068B493887|OTHER
58BC7961C40C8B43|INDUSTRIAL
3ACFBB5DC15766ED|INDUSTRIAL
F17B124C58394513|RETAIL
2146D900DE65D4C7|RESIDENTIAL
BB5AD50ACAFFDA8C|OFFICE
D137489CE4D3F98B|OTHER
505A4226A6C26D8B|OTHER
CBCAC8FE3E478DCC|INDUSTRIAL
CCBDBB087D20D35C|RESIDENTIAL
9CA6C6EEC518CD3C|PUBLIC
473A3AA7930F5422|AGRICULTURE
8102FDDA51CD40AA|OFFICE
70E16CD4081DDC3D|OTHER
8154E48DC556EC6A|INDUSTRIAL
8211001677B4041B|INDUSTRIAL
BAD58F59A75DE06D|PUBLIC
FE74737713DEF275|RETAIL
6A233073C35C157B|INDUSTRIAL
41D505FCA2590AB1|INDUSTRIAL
B71F5C7CB0B4DE93|INDUSTRIAL
39606DA8CB9C6844|RETAIL
6BCB1787BDD49CF9|INDUSTRIAL
686D20BE6F3CB08A|OFFICE
0BB47E8B6131BA56|RESIDENTIAL
50842CE5078B7FED|RETAIL
86C9C9854B879A9D|INDUSTRIAL
2581F5E61CC30809|RESIDENTIAL
85079BF2B90BA0EC|RETAIL
6E8FF57D08E062E7|PUBLIC
A9E158D96A2AF980|RESIDENTIAL
A3E87AA4A8464E6E|PUBLIC
38239B4E4F073789|OTHER
F95797C7187C17A2|PUBLIC
6A047290BBA99D72|RESIDENTIAL
0FA63D733AD890F3|OTHER
A5204AEEF320C1C8|INDUSTRIAL
FAB629DD57902673|PUBLIC
ADF39C6DC9CFAD36|PUBLIC
250C946D1E69643D|RESIDENTIAL
2E71038B28610921|AGRICULTURE
AFDC3813D45BDA3E|OTHER
BC435D4801D8A862|INDUSTRIAL
30AAE5CCD11A78A0|RETAIL
C93C7E5C8306EA07|AGRICULTURE
24B5758AAA28701F|PUBLIC
D0DE917F247B32D3|OTHER
A018C5EDD2AF47BE|RESIDENTIAL
82591D96184B2B96|INDUSTRIAL
934F96D43EFF9D99|INDUSTRIAL
FF542CA2CE8794EE|RESIDENTIAL
DE6FE4B175FCD0A9|INDUSTRIAL
3E2C5E67CB0C596F|RETAIL
2EBAC379197CC2D1|PUBLIC
409A8DD6B0BEF627|PUBLIC
9D89FF46C25307B3|RESIDENTIAL
64C5EB3BDF4A4615|INDUSTRIAL
A2D8ACB41446DBB8|RESIDENTIAL
F593E2440B4A31E3|INDUSTRIAL
A770421B40E9A5B4|OTHER
0EB4EEA4FCCA402D|OFFICE
58021923FCC60196|RETAIL
D3C52329DBF4FFA0|RESIDENTIAL
D799D870E1D88901|RESIDENTIAL
38F4546480BBF0A2|RESIDENTIAL
A2402AAEA4680A5C|RESIDENTIAL
32AD897837F488EF|RESIDENTIAL
DD8391E1921AD333|RETAIL
8BBB935D554B963D|INDUSTRIAL
A316731BB54F8B5B|OFFICE
1F717C8B448985F7|PUBLIC
1E1E9C1ED7A9F01B|RESIDENTIAL
EF6DD7040CEC8A55|AGRICULTURE
713B57AFA2218C0F|INDUSTRIAL
1CC47DF91894BCCC|INDUSTRIAL
D7B7A9CA7C3F6673|INDUSTRIAL
D0293149814D9CA5|INDUSTRIAL
BDD9DD54529EAA77|INDUSTRIAL
39D1B300E9965DDA|OTHER
6D433916C246636F|RETAIL
6EC24C591B7A3339|INDUSTRIAL
531536F65FC883D6|PUBLIC
3218189B4E417237|INDUSTRIAL
708AE93F5B45BBDA|OFFICE
7ABDCD681372217F|OFFICE
86B17ECA90BA9DA7|INDUSTRIAL
80D8F67594A17349|PUBLIC
165582C46D3EC4C8|INDUSTRIAL
8E3F9A6AFDC76BF1|INDUSTRIAL
B190F5E37FB2CD03|INDUSTRIAL
1FF1469F4612B363|PUBLIC
6F05F9B84D980BEA|INDUSTRIAL
D01B930894BF1760|OFFICE
BA16377CB4ADD059|RESIDENTIAL
243717E5493D0220|RESIDENTIAL
29B9B192EF5D6E95|INDUSTRIAL
975D8DC6106AC900|OTHER
05AA96F39418E841|INDUSTRIAL
1D9C858EBE01208C|AGRICULTURE
3CB2A92E7420EDD4|INDUSTRIAL
038E18D341EC70A5|OFFICE
334962C02013B4DC|RESIDENTIAL
27E8ACDA9E424D13|PUBLIC
1428804C4CCF502A|RETAIL
631E12FBFB99E770|INDUSTRIAL
AEA52A143C6717ED|INDUSTRIAL
EC8C9DE755AB05A7|INDUSTRIAL
4882B7A646515F10|INDUSTRIAL
9DD6A669DD5552F9|RESIDENTIAL
F6B78E6D9387F21A|PUBLIC
D2682CE1E300E86F|PUBLIC
31CB0D5E43CB509A|INDUSTRIAL
788B0EC335401B8B|INDUSTRIAL
A25733CD7D7EBB08|OTHER
FDFC77D93BBA1D81|OFFICE
8336363C181DDC2B|RETAIL
6E866D359120002A|INDUSTRIAL
DE50683783CF6286|OFFICE
EF9DA121E0F155BF|INDUSTRIAL
DDAC5E1EEF439881|INDUSTRIAL
4FABF951EB62F54D|OFFICE
D55C26EAFEC45412|OFFICE
916BCBC82838119B|PUBLIC
814A2B47111A24E7|PUBLIC
AF1C6324B4E5D1A9|INDUSTRIAL
4B32AED5893A2675|RESIDENTIAL
E762AA4BF2D9925B|PUBLIC
363A4694D596B840|RETAIL
345CB485D03C9709|INDUSTRIAL
22738C4AF246C44F|INDUSTRIAL
F0A4BD80C7F242BD|INDUSTRIAL
FB39B04AE86C2C5C|INDUSTRIAL
54F1F155F5F4C153|RETAIL
3F042EA2EF2DC73F|RESIDENTIAL
EF7ED903A971A0BD|OTHER
F67B4BF696EA6EB6|PUBLIC
D04734226B38A837|INDUSTRIAL
3457943A6616A8C2|RESIDENTIAL
309959B89EE15E01|RESIDENTIAL
C16AD50A87663CBF|RESIDENTIAL
C40BC1D5ED9B759A|AGRICULTURE
C7DEF2EBDC0E9273|RESIDENTIAL
CCD23E8FC52B0D4A|INDUSTRIAL
A1CF1C83DD58F676|OFFICE
216853582B3D22C3|PUBLIC
3AA0B4C537B42EEB|PUBLIC
44264408E4439B53|RESIDENTIAL
994D86B4B29D599A|PUBLIC
35EF23EAAD4E3019|RESIDENTIAL
2EDE1665B5FA60B7|INDUSTRIAL
D7B404EE0920263C|OFFICE
B1CDD64C7D71E73A|RETAIL
F17A8B8CB71D5DA0|OFFICE
9446CD2CC774370D|PUBLIC
D5E82F138AFF3355|INDUSTRIAL
1A43DC8839622D28|OFFICE
2ED3824E781DC41E|RESIDENTIAL
917255276189934B|INDUSTRIAL
0A3F3352550C1AAE|PUBLIC
CAF42A91B4FE3C97|INDUSTRIAL
670E92EF6365CA72|OTHER
31510E976589F4E9|PUBLIC
AD9FB84960C86BFF|RETAIL
E29EA4FC2808DFDE|INDUSTRIAL
DEE2967D6D2990F9|RESIDENTIAL
F24C544E04BE7CB5|OTHER
A70CD66A4D471443|PUBLIC
B7B8E4A8F10DC0BC|INDUSTRIAL
D583BF37A40FD5FE|RESIDENTIAL
1F38593D70BFE31F|INDUSTRIAL
44495ACEE08547AE|INDUSTRIAL
FF4C9B8B2A53039F|RETAIL
2CF15590EBBC9A20|INDUSTRIAL
F6A86ED81FC6E3D1|PUBLIC
30142C050A96F0A3|OTHER
EFECD07F3FCB3B2F|OFFICE
72DD5FDA33971E26|INDUSTRIAL
BC31318C9901F5C8|PUBLIC
CD3DC81BB402BC|PUBLIC
A2374DB501A2DE31|PUBLIC
66D0C1A5ED410C39|OFFICE
95053A88F57C767D|PUBLIC
AC44F2D90BBDFE9B|OTHER
D2F30EE29BBF436E|INDUSTRIAL
6C406647CE043AE2|AGRICULTURE
8E0B2B2AFE5FFBB2|OFFICE
CA8773FAB9DAA1D3|OFFICE
D1DAC82A6F5FC0D8|PUBLIC
77F0A10396176716|PUBLIC
7BEF5C23DFEA9146|PUBLIC
5959EB0FDCBF0E46|INDUSTRIAL
F93D656B4070DDB1|PUBLIC
3AD6D130AEC1894B|OFFICE
2290E49230A5A2E6|INDUSTRIAL
B5C6E0C6D2B09444|PUBLIC
06D8C0AB48D935A8|OTHER
1ED87729F6808404|OFFICE
AB5DC298D116639A|INDUSTRIAL
A8D716F3B859B4D1|OFFICE
7BA01D057E83AF44|INDUSTRIAL
B6470CE3EA39047D|RETAIL
795AA09EE8B3907A|PUBLIC
94E013A1BA51D251|PUBLIC
6903D799461A4211|INDUSTRIAL
77DEE074A7A7BCA0|INDUSTRIAL
D75C30168F6F3C47|PUBLIC
9D210B4F6A8185CB|INDUSTRIAL
9D3F995BD33CAF43|RESIDENTIAL
926C056349220B36|INDUSTRIAL
14BDB98C3CA21D9C|PUBLIC
881ED1D97A2C5102|RETAIL
B416C1CBCC37BCFE|INDUSTRIAL
76C299C779D4135C|PUBLIC
3D9F9DB903BD4BAA|RESIDENTIAL
EEAC964DE2B2D761|INDUSTRIAL
EE0FAEA60DA0D38C|PUBLIC
5B5D8F31565EEC0F|INDUSTRIAL
EE73C0534E1C46BF|INDUSTRIAL
0C3368301953481A|RESIDENTIAL
159DBCE32A969DEA|INDUSTRIAL
93421C787A660F1E|PUBLIC
8BEB94B2D8BE4939|PUBLIC
29788CC78CE0D59E|OFFICE
44CFFE701FBD8A42|RESIDENTIAL
0BB92A3890739BE3|PUBLIC
9397773006E4B4E3|INDUSTRIAL
BD2A8899DB3D78DB|RETAIL
AA8D8030708490D4|AGRICULTURE
CA5AB36CA286C50A|INDUSTRIAL
18B860CABD4AE2DB|RESIDENTIAL
DF47B50FFD52F6A3|RETAIL
40F4C1E261C0E718|PUBLIC
E7EC6B582F4EDB7A|INDUSTRIAL
EBC7DCD431C7F7CD|RESIDENTIAL
CEB0569664DFDE2C|INDUSTRIAL
BB368847999C48A5|OFFICE
D0E026D06D394BF7|INDUSTRIAL
C6AE10DF4A71D699|RESIDENTIAL
3E591E3DCE1C1AF7|INDUSTRIAL
338C31AC82C42300|RESIDENTIAL
0594527EA4137013|INDUSTRIAL
0893A06824D98022|INDUSTRIAL
2FBB35AED4CD7A81|RESIDENTIAL
64FC735029EB7975|OTHER
874A7960406CAE4A|RESIDENTIAL
3E1EF4B5CDCC84AB|PUBLIC
3433A366F5449C23|RETAIL
BD48FB707FE321D2|OTHER
DAEBA880583E5CB9|AGRICULTURE
EEA00A1439FCCCEE|INDUSTRIAL
DBC3FB3933A66285|INDUSTRIAL
79470E93607A1AAC|RESIDENTIAL
1CCC4F2ACFE2CC9F|INDUSTRIAL
60E7B78F08BB5B7D|RETAIL
13C964190319954C|RESIDENTIAL
CA0B9B7DD5DEA9C7|PUBLIC
1B67CC063F28CA94|OFFICE
9C48B9FA7B207E8E|PUBLIC
7E8491FAF5884678|OFFICE
02A6DDB079973044|INDUSTRIAL
616B7ECC2D14AC89|INDUSTRIAL
ECF30B6FECF16FA9|AGRICULTURE
BB4F60DA8D53464C|PUBLIC
6B9CFBE567BF6970|RETAIL
6E1315AC2E7C84E7|RESIDENTIAL
C8E3E6837E9BC7F6|OTHER
C552FA64EF546EE7|INDUSTRIAL
9ABAD76912FD0590|INDUSTRIAL
876D64E60431A663|INDUSTRIAL
897940680A4D7D52|OTHER
E2FB9FDFDF8D3BA9|OTHER
A2CEB6C483D50E1A|RESIDENTIAL
